treatment,comp,plot_id,year,inv_date,timestep,tree_id,Status_raw,Species_raw,dbh_cm,tph,ba_m2ha,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,species,status,Remove flag,PFT,Outlier,DBH_BA,Treatment,PFT_simple
mechburn,380,0380-00104,2003,2003-06-01,post_1,0380-00104-10,Live,QUKE,67.8,24.69135802,8.914443687,2.0,-2.6000000000000085,-1.3000000000000045,2001.0,2003,QUKE,Live,0,deciduous_oak,0,67.8,Burn+Thin,oak
control,40,0040-00007,2003,2003-06-01,post_1,0040-00007-37,Live,QUKE,13.7,24.69135802,0.363978719,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,13.7,None,oak
control,40,0040-00113,2003,2003-06-01,post_1,0040-00113-5,Live,QUKE,86.9,24.69135802,14.64449537,2.0,1.8000000000000114,0.9000000000000057,2001.0,2003,QUKE,Live,0,deciduous_oak,0,86.9,None,oak
mechburn,570,0570-00011,2003,2003-06-01,post_1,0570-00011-23,Live,QUKE,37.1,24.69135802,2.669209595,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,37.1,Burn+Thin,oak
mech,350,0350-00119,2003,2003-06-01,post_1,0350-00119-6,Live,QUKE,46.2,24.69135802,4.139222854,2.0,-0.2999999999999971,-0.1499999999999985,2001.0,2003,QUKE,Live,0,deciduous_oak,0,46.2,Thin,oak
mechburn,570,0570-00025,2003,2003-06-01,post_1,0570-00025-8,Live,QUKE,26.2,24.69135802,1.331182013,2.0,2.099999999999998,1.049999999999999,2001.0,2003,QUKE,Live,0,deciduous_oak,0,26.2,Burn+Thin,oak
mechburn,570,0570-00119,2003,2003-06-01,post_1,0570-00119-19,Live,QUKE,35.8,24.69135802,2.485426425,2.0,0.1999999999999957,0.0999999999999978,2001.0,2003,QUKE,Live,0,deciduous_oak,0,35.8,Burn+Thin,oak
mech,490,0490-00004,2003,2003-06-01,post_1,0490-00004-101,Live,QUKE,42.9,24.69135802,3.569023787,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,42.9,Thin,oak
mechburn,570,0570-00104,2003,2003-06-01,post_1,0570-00104-8,Live,QUKE,32.5,24.69135802,2.048337803,2.0,-0.7999999999999972,-0.3999999999999986,2001.0,2003,QUKE,Live,0,deciduous_oak,0,32.5,Burn+Thin,oak
mech,190,0190-00111,2003,2003-06-01,post_1,0190-00111-1,Live,QUKE,38.1,24.69135802,2.815041551,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,38.1,Thin,oak
mechburn,180,0180-00004,2003,2003-06-01,post_1,0180-00004-13,Live,QUKE,58.2,24.69135802,6.568721173,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,58.2,Burn+Thin,oak
mechburn,570,0570-00111,2003,2003-06-01,post_1,0570-00111-14,Live,QUKE,33.3,24.69135802,2.150420171,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,QUKE,Live,0,deciduous_oak,0,33.3,Burn+Thin,oak
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-9,Live,QUKE,55.4,24.69135802,5.95188303,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,55.4,None,oak
mech,190,0190-00114,2003,2003-06-01,post_1,0190-00114-19,Live,QUKE,55.6,24.69135802,5.994934485,2.0,2.0,1.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,55.6,Thin,oak
mechburn,570,0570-00105,2003,2003-06-01,post_1,0570-00105-25,Live,QUKE,33.0,24.69135802,2.111848395,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,33.0,Burn+Thin,oak
mechburn,570,0570-00023,2003,2003-06-01,post_1,0570-00023-29,Snag,QUKE,45.7,24.69135802,4.050114099,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,45.7,Burn+Thin,oak
mech,190,0190-00104,2003,2003-06-01,post_1,0190-00104-3,Live,QUKE,43.2,24.69135802,3.619114737,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,43.2,Thin,oak
mechburn,570,0570-00119,2003,2003-06-01,post_1,0570-00119-23,Snag,QUKE,21.6,24.69135802,0.904778684,2.0,0.5,0.25,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,21.6,Burn+Thin,oak
mech,350,0350-00101,2003,2003-06-01,post_1,0350-00101-16,Live,QUKE,35.6,24.69135802,2.457733868,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,35.6,Thin,oak
mech,490,0490-00110,2003,2003-06-01,post_1,0490-00110-18,Live,QUKE,19.3,24.69135802,0.722352992,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,19.3,Thin,oak
control,40,0040-00107,2003,2003-06-01,post_1,0040-00107-1,Live,QUKE,18.0,24.69135802,0.628318531,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,QUKE,Live,0,deciduous_oak,0,18.0,None,oak
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-40,Live,QUKE,24.9,24.69135802,1.202357322,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,QUKE,Live,0,deciduous_oak,0,24.9,None,oak
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-3,Live,QUKE,47.4,24.69135802,4.357039945,2.0,1.8999999999999984,0.9499999999999992,2001.0,2003,QUKE,Live,0,deciduous_oak,0,47.4,None,oak
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-12,Live,QUKE,17.0,24.69135802,0.560444615,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,17.0,None,oak
control,590,0590-00013,2003,2003-06-01,post_1,0590-00013-12,Live,QUKE,85.6,24.69135802,14.2096175,2.0,1.0,0.5,2001.0,2003,QUKE,Live,0,deciduous_oak,0,85.6,None,oak
burn,60,0060-00130,2003,2003-06-01,post_1,0060-00130-2,Live,QUKE,46.2,24.69135802,4.139222854,2.0,2.0,1.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,46.2,Burn,oak
mech,350,0350-00103,2003,2003-06-01,post_1,0350-00103-10,Live,QUKE,57.2,24.69135802,6.344931178,2.0,2.1000000000000014,1.0500000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,57.2,Thin,oak
control,40,0040-00107,2003,2003-06-01,post_1,0040-00107-19,Live,QUKE,11.4,24.69135802,0.252025544,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,11.4,None,oak
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-27,Live,QUKE,13.2,24.69135802,0.337895743,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,13.2,Burn,oak
burn,340,0340-00104,2003,2003-06-01,post_1,0340-00104-11,Live,QUKE,58.9,24.69135802,6.727681883,,,,,2003,QUKE,Live,0,deciduous_oak,0,58.9,Burn,oak
mech,190,0190-00024,2003,2003-06-01,post_1,0190-00024-10,Live,QUKE,75.9,24.69135802,11.17167801,2.0,2.5,1.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,75.9,Thin,oak
control,240,0240-00105,2003,2003-06-01,post_1,0240-00105-6,Live,QUKE,26.4,24.69135802,1.351582973,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,QUKE,Live,0,deciduous_oak,0,26.4,None,oak
mechburn,570,0570-00111,2003,2003-06-01,post_1,0570-00111-16,Live,QUKE,35.1,24.69135802,2.389181213,2.0,2.1000000000000014,1.0500000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,35.1,Burn+Thin,oak
mechburn,570,0570-00111,2003,2003-06-01,post_1,0570-00111-15,Live,QUKE,36.6,24.69135802,2.597748059,2.0,0.8000000000000043,0.4000000000000021,2001.0,2003,QUKE,Live,0,deciduous_oak,0,36.6,Burn+Thin,oak
mechburn,180,0180-00114,2003,2003-06-01,post_1,0180-00114-6,Live,QUKE,85.9,24.69135802,14.30939215,2.0,-2.1999999999999886,-1.0999999999999943,2001.0,2003,QUKE,Live,0,deciduous_oak,0,85.9,Burn+Thin,oak
burn,60,0060-00102,2003,2003-06-01,post_1,0060-00102-2,Live,QUKE,74.9,24.69135802,10.8792384,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,74.9,Burn,oak
mechburn,570,0570-00119,2003,2003-06-01,post_1,0570-00119-22,Live,QUKE,26.4,24.69135802,1.351582973,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,26.4,Burn+Thin,oak
control,590,0590-00106,2003,2003-06-01,post_1,0590-00106-25,Live,QUKE,27.7,24.69135802,1.487970758,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,27.7,None,oak
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-2,Live,QUKE,27.4,24.69135802,1.455914877,2.0,-0.5,-0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,27.4,None,oak
control,40,0040-00116,2003,2003-06-01,post_1,0040-00116-9,Live,QUKE,49.0,24.69135802,4.656150593,2.0,6.799999999999997,3.3999999999999986,2001.0,2003,QUKE,Live,0,deciduous_oak,0,49.0,None,oak
mech,350,0350-00110,2003,2003-06-01,post_1,0350-00110-13,Snag,QUKE,34.3,24.69135802,2.281513791,2.0,0.0,0.0,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,34.3,Thin,oak
mech,190,0190-00114,2003,2003-06-01,post_1,0190-00114-17,Live,QUKE,26.7,24.69135802,1.382475301,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,26.7,Thin,oak
control,40,0040-00115,2003,2003-06-01,post_1,0040-00115-12,Live,QUKE,46.5,24.69135802,4.193153528,2.0,1.0,0.5,2001.0,2003,QUKE,Live,0,deciduous_oak,0,46.5,None,oak
control,40,0040-00107,2003,2003-06-01,post_1,0040-00107-2,Live,QUKE,16.3,24.69135802,0.515240588,2.0,-0.5,-0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,16.3,None,oak
mech,350,0350-00105,2003,2003-06-01,post_1,0350-00105-10,Live,QUKE,69.3,24.69135802,9.313251422,2.0,1.0,0.5,2001.0,2003,QUKE,Live,0,deciduous_oak,0,69.3,Thin,oak
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-7,Live,QUKE,19.1,24.69135802,0.707459516,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,19.1,Burn,oak
control,40,0040-00116,2003,2003-06-01,post_1,0040-00116-13,Live,QUKE,31.8,24.69135802,1.961051948,2.0,0.6000000000000014,0.3000000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,31.8,None,oak
burn,60,0060-00102,2003,2003-06-01,post_1,0060-00102-19,Live,QUKE,28.7,24.69135802,1.597344724,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,28.7,Burn,oak
mechburn,570,0570-00115,2003,2003-06-01,post_1,0570-00115-3,Live,QUKE,117.6,24.69135802,26.81942742,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,117.6,Burn+Thin,oak
mechburn,380,0380-00127,2003,2003-06-01,post_1,0380-00127-1,Live,QUKE,80.3,24.69135802,12.504489,2.0,2.5999999999999943,1.2999999999999972,2001.0,2003,QUKE,Live,0,deciduous_oak,0,80.3,Burn+Thin,oak
mechburn,380,0380-00114,2003,2003-06-01,post_1,0380-00114-8,Snag,QUKE,29.2,24.69135802,1.653486148,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,29.2,Burn+Thin,oak
mechburn,380,0380-00015,2003,2003-06-01,post_1,0380-00015-21,Live,QUKE,31.8,24.69135802,1.961051948,2.0,-0.9999999999999964,-0.4999999999999982,2001.0,2003,QUKE,Live,0,deciduous_oak,0,31.8,Burn+Thin,oak
mechburn,380,0380-00015,2003,2003-06-01,post_1,0380-00015-22,Live,QUKE,38.4,24.69135802,2.859547446,2.0,0.7999999999999972,0.3999999999999986,2001.0,2003,QUKE,Live,0,deciduous_oak,0,38.4,Burn+Thin,oak
mechburn,380,0380-00015,2003,2003-06-01,post_1,0380-00015-23,Live,QUKE,31.8,24.69135802,1.961051948,2.0,-0.6999999999999993,-0.3499999999999996,2001.0,2003,QUKE,Live,0,deciduous_oak,0,31.8,Burn+Thin,oak
control,40,0040-00113,2003,2003-06-01,post_1,0040-00113-19,Live,QUKE,61.2,24.69135802,7.263362215,2.0,1.8000000000000045,0.9000000000000021,2001.0,2003,QUKE,Live,0,deciduous_oak,0,61.2,None,oak
mechburn,570,0570-00112,2003,2003-06-01,post_1,0570-00112-3,Live,QUKE,54.1,24.69135802,5.67583012,2.0,0.8000000000000043,0.4000000000000021,2001.0,2003,QUKE,Live,0,deciduous_oak,0,54.1,Burn+Thin,oak
burn,60,0060-00130,2003,2003-06-01,post_1,0060-00130-16,Snag,QUKE,88.6,24.69135802,15.22307202,2.0,-0.6000000000000085,-0.3000000000000042,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,88.6,Burn,oak
control,590,0590-00113,2003,2003-06-01,post_1,0590-00113-14,Live,QUKE,35.3,24.69135802,2.41648592,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,35.3,None,oak
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-8,Live,QUKE,66.3,24.69135802,8.5243626,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,QUKE,Live,0,deciduous_oak,0,66.3,None,oak
mechburn,570,0570-00011,2003,2003-06-01,post_1,0570-00011-25,Live,QUKE,33.0,24.69135802,2.111848395,2.0,0.2000000000000028,0.1000000000000014,2001.0,2003,QUKE,Live,0,deciduous_oak,0,33.0,Burn+Thin,oak
mechburn,380,0380-00104,2003,2003-06-01,post_1,0380-00104-7,Snag,QUKE,91.2,24.69135802,16.12963482,2.0,-6.099999999999994,-3.049999999999997,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,91.2,Burn+Thin,oak
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-1,Live,QUKE,61.7,24.69135802,7.382529418,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,61.7,None,oak
mechburn,380,0380-00103,2003,2003-06-01,post_1,0380-00103-6,Live,QUKE,86.9,24.69135802,14.64449537,2.0,-2.0,-1.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,86.9,Burn+Thin,oak
control,40,0040-00115,2003,2003-06-01,post_1,0040-00115-11,Live,QUKE,45.7,24.69135802,4.050114099,2.0,2.5,1.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,45.7,None,oak
mech,490,0490-00122,2003,2003-06-01,post_1,0490-00122-1,Live,QUKE,25.7,24.69135802,1.280858353,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,25.7,Thin,oak
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-16,Live,QUKE,28.7,24.69135802,1.597344724,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,QUKE,Live,0,deciduous_oak,0,28.7,None,oak
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-7,Live,QUKE,87.9,24.69135802,14.9834771,2.0,-0.1999999999999886,-0.0999999999999943,2001.0,2003,QUKE,Live,0,deciduous_oak,0,87.9,None,oak
mechburn,570,0570-00102,2003,2003-06-01,post_1,0570-00102-18,Snag,QUKE,26.9,24.69135802,1.403264111,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,26.9,Burn+Thin,oak
mechburn,570,0570-00119,2003,2003-06-01,post_1,0570-00119-15,Live,QUKE,25.9,24.69135802,1.300871462,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,QUKE,Live,0,deciduous_oak,0,25.9,Burn+Thin,oak
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-27,Live,QUKE,41.9,24.69135802,3.404574987,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,41.9,None,oak
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-16,Live,QUKE,40.1,24.69135802,3.118340989,2.0,0.2000000000000028,0.1000000000000014,2001.0,2003,QUKE,Live,0,deciduous_oak,0,40.1,Burn,oak
burn,340,0340-00013,2003,2003-06-01,post_1,0340-00013-17,Live,QUKE,49.5,24.69135802,4.751658889,2.0,1.0,0.5,2001.0,2003,QUKE,Live,0,deciduous_oak,0,49.5,Burn,oak
mech,350,0350-00103,2003,2003-06-01,post_1,0350-00103-34,Live,QUKE,50.5,24.69135802,4.945584361,2.0,-0.6000000000000014,-0.3000000000000007,2001.0,2003,QUKE,Live,0,deciduous_oak,0,50.5,Thin,oak
mech,190,0190-00025,2003,2003-06-01,post_1,0190-00025-39,Live,QUKE,73.4,24.69135802,10.44785118,2.0,2.0,1.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,73.4,Thin,oak
control,240,0240-00007,2003,2003-06-01,post_1,0240-00007-24,Live,QUKE,39.4,24.69135802,3.010421464,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,QUKE,Live,0,deciduous_oak,0,39.4,None,oak
control,40,0040-00007,2003,2003-06-01,post_1,0040-00007-20,Live,QUKE,17.3,24.69135802,0.580399546,2.0,2.8000000000000007,1.4000000000000004,2001.0,2003,QUKE,Live,0,deciduous_oak,0,17.3,None,oak
mech,190,0190-00024,2003,2003-06-01,post_1,0190-00024-18,Live,QUKE,58.4,24.69135802,6.613944593,2.0,-0.3000000000000042,-0.1500000000000021,2001.0,2003,QUKE,Live,0,deciduous_oak,0,58.4,Thin,oak
control,240,0240-00101,2003,2003-06-01,post_1,0240-00101-16,Live,QUKE,41.1,24.69135802,3.275808473,2.0,0.0,0.0,2001.0,2003,QUKE,Live,0,deciduous_oak,0,41.1,None,oak
mechburn,380,0380-00114,2003,2003-06-01,post_1,0380-00114-7,Snag,QUKE,39.1,24.69135802,2.964752015,2.0,2.0,1.0,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,39.1,Burn+Thin,oak
mechburn,570,0570-00110,2003,2003-06-01,post_1,0570-00110-11,Live,QUKE,42.2,24.69135802,3.453502383,2.0,-0.5,-0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,42.2,Burn+Thin,oak
mechburn,570,0570-00107,2003,2003-06-01,post_1,0570-00107-13,Snag,QUKE,23.1,24.69135802,1.034805714,2.0,0.0,0.0,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,23.1,Burn+Thin,oak
mechburn,570,0570-00105,2003,2003-06-01,post_1,0570-00105-23,Live,QUKE,34.0,24.69135802,2.241778461,2.0,0.5,0.25,2001.0,2003,QUKE,Live,0,deciduous_oak,0,34.0,Burn+Thin,oak
burn,340,0340-00121,2003,2003-06-01,post_1,0340-00121-9,Live,QUKE,11.7,24.69135802,0.265464579,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,QUKE,Live,0,deciduous_oak,0,11.7,Burn,oak
mechburn,180,0180-00114,2003,2003-06-01,post_1,0180-00114-8,Snag,QUKE,20.8,24.69135802,0.838999164,2.0,-2.3000000000000007,-1.1500000000000004,2001.0,2003,QUKE,Snag,0,deciduous_oak,0,20.8,Burn+Thin,oak
control,40,0040-00002,2003,2003-06-01,post_1,0040-00002-25,Live,ABCO,13.7,24.69135802,0.363978719,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,13.7,None,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-37,Live,ABCO,14.0,24.69135802,0.380093926,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,14.0,Burn,fir
control,40,0040-00003,2003,2003-06-01,post_1,0040-00003-22,Live,ABCO,14.2,24.69135802,0.391031323,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,14.2,None,fir
burn,340,0340-00024,2003,2003-06-01,post_1,0340-00024-36,Live,ABCO,12.2,24.69135802,0.288638673,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
burn,400,0400-00009,2003,2003-06-01,post_1,0400-00009-42,Live,ABCO,14.2,24.69135802,0.391031323,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,14.2,Burn,fir
control,40,0040-00007,2003,2003-06-01,post_1,0040-00007-16,Live,ABCO,14.5,24.69135802,0.407728306,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,14.5,None,fir
control,40,0040-00007,2003,2003-06-01,post_1,0040-00007-18,Live,ABCO,13.0,24.69136,0.327734,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,13.0,None,fir
control,40,0040-00007,2003,2003-06-01,post_1,0040-00007-39,Live,ABCO,13.0,24.69135802,0.327734048,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,13.0,None,fir
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-2,Live,ABCO,12.7,24.69136,0.3127824,2.0,0.7999999999999989,0.3999999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.7,Burn,fir
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-11,Live,ABCO,12.2,24.69135802,0.288638673,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-32,Live,ABCO,15.5,24.69136,0.4659059,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,15.5,None,fir
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-33,Live,ABCO,11.9,24.69135802,0.274617862,2.0,-0.2999999999999989,-0.1499999999999994,2001.0,2003,ABCO,Live,0,fir,0,11.9,Burn,fir
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-10,Live,ABCO,15.5,24.69136,0.4659059,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,15.5,None,fir
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-11,Live,ABCO,14.5,24.69135802,0.407728306,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,14.5,None,fir
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-16,Live,ABCO,12.2,24.69136,0.2886387,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,12.2,None,fir
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-20,Live,ABCO,14.7,24.69136,0.4190536,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,ABCO,Live,0,fir,0,14.7,None,fir
control,40,0040-00101,2003,2003-06-01,post_1,0040-00101-21,Live,ABCO,13.5,24.69135802,0.353429174,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,13.5,None,fir
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-23,Live,ABCO,11.4,24.69135802,0.252025544,2.0,-0.2999999999999989,-0.1499999999999994,2001.0,2003,ABCO,Live,0,fir,0,11.4,Burn,fir
burn,400,0400-00103,2003,2003-06-01,post_1,0400-00103-15,Live,ABCO,14.0,24.69135802,0.380093926,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,14.0,Burn,fir
burn,400,0400-00104,2003,2003-06-01,post_1,0400-00104-12,Live,ABCO,12.7,24.69135802,0.312782395,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.7,Burn,fir
burn,400,0400-00105,2003,2003-06-01,post_1,0400-00105-13,Live,ABCO,12.2,24.69135802,0.288638673,2.0,0.7999999999999989,0.3999999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
control,40,0040-00107,2003,2003-06-01,post_1,0040-00107-4,Live,ABCO,14.5,24.69135802,0.407728306,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,14.5,None,fir
burn,400,0400-00108,2003,2003-06-01,post_1,0400-00108-5,Live,ABCO,11.9,24.69135802,0.274617862,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,11.9,Burn,fir
burn,400,0400-00108,2003,2003-06-01,post_1,0400-00108-11,Live,ABCO,12.7,24.69136,0.3127824,2.0,0.7999999999999989,0.3999999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.7,Burn,fir
burn,400,0400-00108,2003,2003-06-01,post_1,0400-00108-13,Live,ABCO,15.5,24.69136,0.4659059,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,15.5,Burn,fir
burn,400,0400-00108,2003,2003-06-01,post_1,0400-00108-16,Live,ABCO,13.2,24.69136,0.3378957,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,ABCO,Live,0,fir,0,13.2,Burn,fir
burn,400,0400-00109,2003,2003-06-01,post_1,0400-00109-8,Live,ABCO,12.2,24.69135802,0.288638673,2.0,0.5,0.25,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
burn,340,0340-00122,2003,2003-06-01,post_1,0340-00122-4,Live,ABCO,15.0,24.69135802,0.436332313,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,15.0,Burn,fir
burn,340,0340-00122,2003,2003-06-01,post_1,0340-00122-11,Live,ABCO,14.0,24.69135802,0.380093926,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,14.0,Burn,fir
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-2,Live,ABCO,14.2,24.69135802,0.391031323,2.0,-0.5,-0.25,2001.0,2003,ABCO,Live,0,fir,0,14.2,Burn,fir
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-11,Live,ABCO,12.2,24.69135802,0.288638673,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
burn,340,0340-00124,2003,2003-06-01,post_1,0340-00124-2,Live,ABCO,15.2,24.69135802,0.448045412,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,15.2,Burn,fir
burn,400,0400-00118,2003,2003-06-01,post_1,0400-00118-13,Live,ABCO,16.0,24.69136,0.4964492,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,16.0,Burn,fir
control,40,0040-00113,2003,2003-06-01,post_1,0040-00113-11,Live,ABCO,14.7,24.69135802,0.419053553,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,14.7,None,fir
control,40,0040-00114,2003,2003-06-01,post_1,0040-00114-1,Live,ABCO,13.5,24.69135802,0.353429174,2.0,0.0,0.0,2001.0,2003,ABCO,Live,0,fir,0,13.5,None,fir
control,590,0590-00106,2003,2003-06-01,post_1,0590-00106-24,Live,ABCO,15.0,24.69135802,0.436332313,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,ABCO,Live,0,fir,0,15.0,None,fir
burn,400,0400-00120,2003,2003-06-01,post_1,0400-00120-8,Live,ABCO,16.0,24.69136,0.4964492,2.0,1.3000000000000007,0.6500000000000004,2001.0,2003,ABCO,Live,0,fir,0,16.0,Burn,fir
burn,400,0400-00120,2003,2003-06-01,post_1,0400-00120-12,Live,ABCO,12.2,24.69136,0.2886387,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,ABCO,Live,0,fir,0,12.2,Burn,fir
