Treatment,Plot,TreeID_clean,Species_clean,DBH_timeframe,dbh,Year,Status,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,Remove flag,PFT,Outlier,DBH_BA,Treatment_raw,PFT_simple,start_year_raw,end_year_raw
Burn,bn1,bn1_4769,abco,DBH_2PostRX,18.1,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,fir,0,18.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4772,abco,DBH_2PostRX,27.0,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,fir,0,27.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4778,abco,DBH_2PostRX,28.2,2019,1.0,1.0,0.5,0.5,2018.0,2019,0,fir,0,28.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4779,abco,DBH_2PostRX,28.2,2019,1.0,1.0,0.5,0.5,2018.0,2019,0,fir,0,28.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4781,abco,DBH_2PostRX,52.7,2019,1.0,1.0,0.4000000000000057,0.4000000000000057,2018.0,2019,0,fir,0,52.7,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4790,abco,DBH_2PostRX,25.2,2019,1.0,1.0,0.6999999999999993,0.6999999999999993,2018.0,2019,0,fir,0,25.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4800,abco,DBH_2PostRX,46.2,2019,1.0,1.0,0.0,0.0,2018.0,2019,0,fir,0,46.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4806,cade,DBH_2PostRX,93.5,2019,1.0,1.0,0.2999999999999971,0.2999999999999971,2018.0,2019,0,cedar,0,93.5,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4807,abco,DBH_2PostRX,16.8,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,fir,0,16.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4814,abco,DBH_2PostRX,71.0,2019,1.0,1.0,-0.9000000000000057,-0.9000000000000057,2018.0,2019,0,fir,0,71.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4815,pila,DBH_2PostRX,78.9,2019,1.0,1.0,-1.0999999999999943,-1.0999999999999943,2018.0,2019,0,white_pine,0,78.9,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4817,abco,DBH_2PostRX,69.2,2019,1.0,1.0,-2.8999999999999915,-2.8999999999999915,2018.0,2019,0,fir,1,72.64999999999999,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4820,abco,DBH_2PostRX,64.1,2019,1.0,1.0,-3.4000000000000057,-3.4000000000000057,2018.0,2019,0,fir,1,68.95,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4834,pije,DBH_2PostRX,30.4,2019,1.0,1.0,-1.8999999999999984,-1.8999999999999984,2018.0,2019,0,yellow_pine,0,30.4,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4838,abco,DBH_2PostRX,61.5,2019,1.0,1.0,0.6000000000000014,0.6000000000000014,2018.0,2019,0,fir,0,61.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4849,abco,DBH_2PostRX,35.2,2019,1.0,1.0,1.5,1.5,2018.0,2019,0,fir,0,35.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4850,abco,DBH_2PostRX,30.6,2019,2.0,1.0,-0.3999999999999986,-0.3999999999999986,2018.0,2019,0,fir,0,30.6,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4852,abco,DBH_2PostRX,22.3,2019,1.0,1.0,0.5,0.5,2018.0,2019,0,fir,0,22.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4857,pila,DBH_2PostRX,100.3,2019,1.0,1.0,1.0999999999999943,1.0999999999999943,2018.0,2019,0,white_pine,0,100.3,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4858,pila,DBH_2PostRX,21.8,2019,1.0,1.0,-0.0999999999999978,-0.0999999999999978,2018.0,2019,0,white_pine,0,21.8,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4859,pila,DBH_2PostRX,21.7,2019,1.0,1.0,-0.4000000000000021,-0.4000000000000021,2018.0,2019,0,white_pine,0,21.7,Burn Only,pine,2018.0,2019
